Id,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,TotalBsmtSF,HeatingQC,FullBath,HalfBath,BedroomAbvGr,GrLivArea,Fireplaces,GarageType,GarageCars,GarageArea,PoolArea,SalePrice
620,180,RH,9062,IR1,Sawyer,1Fam,1Story,5,2,1908,1925,Gable,Wd Sdng,0.0,692.0,Ex,3,1,5,4295,1,Attchd,3,642.0,0,365827
621,120,RL,5457,Reg,SawyerW,1Fam,1Story,7,3,1967,1993,Gable,BrkFace,100.0,768.0,Ex,2,0,0,2317,0,Attchd,3,710.0,0,302609
622,190,FV,10257,IR3,CollgCr,1Fam,1Story,4,4,1934,1951,Gable,VinylSd,0.0,1016.0,Ex,0,1,3,1527,3,Attchd,0,0.0,0,215945
623,50,RM,20764,IR1,Somerst,1Fam,1Story,7,7,1980,2005,Hip,VinylSd,300.0,1649.0,Gd,0,0,0,2318,1,Detchd,0,0.0,0,295786
624,190,RL,15878,Reg,NWAmes,1Fam,1Story,1,2,1997,2010,Gable,MetalSd,0.0,935.0,Ex,1,1,5,2368,1,Attchd,3,708.0,0,232916
625,20,RL,17972,Reg,CollgCr,1Fam,2.5Unf,7,7,1987,2007,Hip,BrkFace,0.0,675.0,Fa,2,0,5,2022,0,Attchd,3,562.0,0,267995
626,30,RL,6275,Reg,Sawyer,TwnhsE,1.5Fin,8,5,1995,2010,Gable,MetalSd,0.0,733.0,TA,3,0,2,2184,2,Attchd,0,0.0,0,267792
627,190,RL,4940,IR1,OldTown,1Fam,1Story,5,8,1964,1976,Gable,VinylSd,200.0,1167.0,Ex,3,1,0,2272,1,Detchd,2,323.0,0,253415
628,30,RL,7609,Reg,Sawyer,1Fam,2Story,2,8,1907,1928,Gable,Wd Sdng,100.0,410.0,Gd,0,0,4,1341,0,Attchd,3,682.0,0,137845
629,180,FV,8332,Reg,Edwards,1Fam,2.5Unf,5,5,1944,1947,Hip,VinylSd,400.0,591.0,TA,3,0,3,1313,0,Attchd,2,485.0,0,209269
630,45,RM,14003,IR1,Edwards,1Fam,2Story,6,8,1986,1989,Gable,MetalSd,0.0,977.0,Ex,0,0,5,1424,0,Detchd,0,0.0,0,230211
631,70,RL,3476,IR1,NridgHt,1Fam,2Story,2,9,1946,1966,Hip,VinylSd,0.0,453.0,Gd,1,1,0,1878,2,Attchd,3,645.0,0,243157
632,40,RL,17409,Reg,Somerst,TwnhsE,2Story,6,7,1939,1952,Gable,BrkFace,0.0,792.0,Ex,3,1,1,1690,1,Attchd,2,347.0,0,238934
633,50,RL,7487,Reg,Edwards,Twnhs,2Story,6,6,1975,1979,Gable,BrkFace,0.0,741.0,Ex,2,0,2,1349,2,Attchd,0,0.0,0,212961
634,90,RL,6545,Reg,NridgHt,Twnhs,1.5Fin,1,7,1953,1968,Hip,HdBoard,0.0,1275.0,Gd,3,0,1,2281,1,CarPort,2,532.0,0,231689
635,80,RL,4885,Reg,OldTown,1Fam,1Story,1,7,1975,1988,Gable,MetalSd,0.0,812.0,Po,0,1,5,1968,0,Attchd,1,200.0,0,185501
636,50,RL,3542,Reg,NWAmes,1Fam,SFoyer,10,3,1945,1974,Hip,Wd Sdng,0.0,1443.0,Ex,1,0,1,1902,0,Attchd,0,0.0,0,281709
637,80,RL,12229,IR1,Somerst,1Fam,2Story,3,6,1946,1959,Gable,VinylSd,0.0,926.0,Gd,0,1,1,1673,0,None,1,176.0,0,193803
638,20,RL,8405,Reg,OldTown,1Fam,1Story,10,6,1914,1927,Gable,HdBoard,100.0,1827.0,Ex,3,0,2,1614,0,Attchd,0,0.0,0,278545
639,80,RL,4251,IR1,CollgCr,1Fam,SFoyer,10,9,2004,2010,Gable,Wd Sdng,0.0,515.0,TA,0,2,2,1404,1,Detchd,0,0.0,0,265056
640,160,RL,4240,Reg,NridgHt,1Fam,1.5Fin,3,1,1918,1941,Hip,BrkFace,200.0,1714.0,TA,0,1,2,2392,2,Attchd,3,785.0,0,275795
641,50,RL,6850,IR1,NridgHt,1Fam,1Story,4,7,1925,1949,Gable,VinylSd,0.0,761.0,Ex,1,1,2,1464,3,Attchd,1,250.0,0,215523
642,75,RL,18666,Reg,Somerst,1Fam,2Story,2,1,1951,1979,Gable,HdBoard,200.0,1619.0,TA,2,1,1,1925,0,Detchd,1,200.0,0,202343
643,50,RL,7116,IR1,Edwards,1Fam,1Story,9,4,1992,2005,Gable,HdBoard,0.0,1442.0,Ex,3,0,4,2976,1,BuiltIn,1,214.0,0,362842
644,160,FV,3821,Reg,CollgCr,1Fam,1Story,10,7,1921,1939,Gable,VinylSd,0.0,286.0,Ex,1,0,4,1636,1,Attchd,0,0.0,0,255556
645,120,RL,7166,IR1,CollgCr,TwnhsE,1Story,7,6,2003,2010,Gable,HdBoard,500.0,1087.0,Gd,2,0,2,2411,1,Detchd,1,163.0,0,321372
646,190,RL,7070,Reg,NridgHt,1Fam,1Story,7,6,1920,1922,Gable,BrkFace,0.0,1338.0,Ex,0,1,3,2144,1,Detchd,1,185.0,0,287572
647,60,RL,2103,Reg,SawyerW,TwnhsE,1Story,6,5,1950,1966,Hip,BrkFace,100.0,1527.0,Gd,2,1,0,1985,0,Attchd,3,683.0,0,274776
648,75,RL,7886,Reg,NridgHt,1Fam,1Story,3,7,1937,1950,Gable,HdBoard,100.0,560.0,Gd,0,1,5,2057,2,Detchd,2,466.0,0,206909
649,30,RL,7219,Reg,Edwards,1Fam,1Story,6,9,1919,1928,Gable,VinylSd,0.0,1136.0,Ex,0,0,3,1757,1,Attchd,2,451.0,0,241432
650,40,RM,11477,IR1,Edwards,1Fam,2Story,8,6,1928,1940,Hip,BrkFace,100.0,970.0,Ex,1,0,5,1827,1,Attchd,1,207.0,0,263517
651,90,RL,20424,Reg,Edwards,1Fam,1Story,8,7,1950,1971,Gable,HdBoard,300.0,1066.0,Ex,0,0,3,1533,0,Attchd,1,257.0,0,232531
652,80,RL,14232,Reg,CollgCr,1Fam,1Story,9,9,1903,1906,Gable,VinylSd,0.0,1338.0,Ex,1,1,3,1830,0,BuiltIn,1,222.0,0,264258
653,50,RL,7083,Reg,NWAmes,1Fam,2Story,1,7,1954,1964,Hip,VinylSd,100.0,1426.0,Ex,2,0,4,1516,0,Attchd,1,248.0,0,192256
654,50,FV,4659,Reg,NAmes,Duplex,1Story,1,6,1970,1984,Hip,VinylSd,200.0,,Ex,2,0,0,2444,1,Detchd,2,298.0,0,223802
655,80,FV,29339,IR1,Sawyer,1Fam,2Story,3,3,1991,2005,Gable,VinylSd,0.0,998.0,TA,0,1,3,1085,2,Attchd,3,189.0,0,180376
656,85,RL,8346,IR1,Gilbert,1Fam,1Story,3,1,1927,1956,Gable,HdBoard,0.0,912.0,TA,1,0,2,2088,0,Attchd,0,0.0,0,199172
657,40,RL,8159,Reg,SawyerW,1Fam,SFoyer,10,9,1903,1926,Gable,VinylSd,0.0,815.0,Ex,0,0,5,2000,1,Detchd,1,163.0,0,284051
658,160,RL,8005,IR1,NridgHt,1Fam,2Story,8,7,1921,1922,Hip,VinylSd,100.0,847.0,Ex,1,0,4,1946,1,Detchd,1,211.0,0,258344
659,45,RL,8946,IR1,Somerst,1Fam,1Story,10,3,1975,1985,Gable,MetalSd,200.0,971.0,Gd,1,1,5,2458,0,Attchd,2,415.0,0,347150
660,190,RL,7538,IR1,Gilbert,1Fam,1Story,1,9,1944,1945,Gable,MetalSd,100.0,705.0,Fa,1,0,2,1659,1,Attchd,1,283.0,0,142963
661,190,RL,6082,Reg,Gilbert,1Fam,2Story,2,3,1966,1988,Gable,VinylSd,0.0,1278.0,Ex,2,1,2,1952,1,BuiltIn,3,707.0,0,243466
662,190,RL,6164,IR1,NWAmes,1Fam,2.5Unf,2,3,1985,2010,Gable,VinylSd,0.0,1491.0,TA,1,0,3,1080,0,Attchd,3,679.0,0,181737
663,190,FV,7971,Reg,SawyerW,1Fam,1Story,3,7,2007,2010,Gable,VinylSd,200.0,646.0,Ex,2,1,2,1596,0,Detchd,1,253.0,0,214835
664,70,RM,6175,IR1,Edwards,1Fam,1.5Fin,6,2,1965,1977,Gable,HdBoard,0.0,1521.0,Fa,1,0,0,2337,1,Detchd,2,469.0,0,282700
665,30,RL,5673,Reg,Somerst,1Fam,2Story,1,7,1987,1987,Gable,VinylSd,200.0,647.0,Ex,2,0,2,1209,0,Detchd,1,201.0,0,159888
666,75,RL,8545,Reg,Edwards,1Fam,2Story,2,7,1933,1939,Hip,Wd Sdng,200.0,1285.0,Fa,3,1,3,1896,2,CarPort,1,262.0,0,201945
667,50,RL,7133,IR1,NAmes,1Fam,1Story,1,1,1990,1996,Hip,VinylSd,0.0,1520.0,Ex,2,1,5,1475,1,Detchd,2,351.0,0,201994
668,180,RL,17188,Reg,SawyerW,1Fam,1Story,5,2,1954,1963,Gable,VinylSd,0.0,864.0,Fa,2,0,2,1748,0,Attchd,3,698.0,0,231885
669,20,C (all),2152,Reg,Gilbert,1Fam,1.5Fin,7,5,2004,2009,Hip,MetalSd,0.0,649.0,Ex,0,1,4,1502,0,Attchd,0,0.0,0,247943
670,40,RL,13985,IR1,Somerst,1Fam,2Story,8,4,1900,1919,Gable,VinylSd,100.0,709.0,Gd,1,0,4,1243,2,Attchd,1,228.0,0,221343
671,180,RL,15108,Reg,Edwards,1Fam,1Story,10,3,1971,1982,Gable,VinylSd,300.0,1037.0,TA,3,1,4,2030,1,Attchd,3,683.0,0,320349
672,80,RL,2873,Reg,Gilbert,1Fam,2Story,1,8,1986,1998,Hip,VinylSd,100.0,1970.0,Gd,0,1,5,1781,1,BuiltIn,1,287.0,0,242471
673,50,RL,6827,Reg,Somerst,1Fam,1.5Fin,7,7,1937,1960,Gable,VinylSd,0.0,456.0,Gd,1,0,1,2172,0,Attchd,0,0.0,0,238757
674,75,RL,6729,IR1,OldTown,1Fam,1Story,5,9,1905,1932,Hip,HdBoard,0.0,934.0,Ex,3,1,4,2294,1,Detchd,2,391.0,0,259486
675,20,FV,4008,IR1,CollgCr,1Fam,1Story,10,3,1985,1995,Hip,VinylSd,200.0,866.0,TA,3,0,4,2611,0,Detchd,3,758.0,0,372160
676,160,RM,5492,IR1,Gilbert,1Fam,2Story,1,1,1924,1941,Gable,BrkFace,0.0,747.0,Fa,3,0,1,1881,1,Detchd,0,0.0,0,153137
677,70,RL,4650,Reg,Edwards,1Fam,1Story,3,9,1981,1982,Gable,BrkFace,100.0,869.0,Ex,1,2,5,2645,2,Attchd,1,227.0,0,275909
678,70,RM,19460,Reg,SawyerW,1Fam,2Story,7,9,1916,1931,Gable,HdBoard,0.0,722.0,Gd,3,1,4,1349,0,Detchd,0,0.0,0,206402
679,75,FV,12936,Reg,OldTown,1Fam,2Story,10,1,1960,1961,Hip,VinylSd,0.0,0.0,TA,3,0,3,2374,1,Attchd,3,589.0,0,293917
680,40,RL,15302,IR3,Sawyer,1Fam,1Story,1,8,1911,1929,Gable,BrkFace,0.0,0.0,Gd,0,0,5,2075,0,Detchd,2,539.0,0,172830
681,20,RL,11624,Reg,NWAmes,1Fam,SFoyer,7,1,1905,1910,Gable,VinylSd,0.0,930.0,TA,2,0,4,1939,1,Attchd,1,217.0,0,243766
682,90,RL,4607,Reg,NridgHt,1Fam,1.5Fin,5,6,1989,1989,Gable,VinylSd,100.0,848.0,TA,1,2,4,2066,0,BuiltIn,2,470.0,0,281632
683,180,RL,6233,IR1,CollgCr,1Fam,1Story,1,9,1926,1936,Gable,VinylSd,0.0,737.0,TA,2,0,1,1355,2,Attchd,2,430.0,0,175941
684,80,RL,10349,IR1,Sawyer,1Fam,1Story,1,3,1907,1924,Gable,BrkFace,400.0,930.0,Gd,0,0,3,1262,0,Attchd,0,0.0,0,130346
685,20,RL,4398,Reg,Somerst,1Fam,SFoyer,1,6,1982,1991,Gable,VinylSd,0.0,1880.0,Fa,2,0,5,3019,1,Attchd,0,0.0,0,244025
686,90,RL,11573,Reg,SawyerW,1Fam,1Story,9,3,2005,2010,Mansard,BrkFace,0.0,861.0,TA,3,0,2,1718,1,Detchd,3,720.0,0,315989
687,60,RL,7185,Reg,NridgHt,1Fam,1Story,3,5,1964,1993,Gable,VinylSd,0.0,641.0,TA,3,0,0,1711,2,Detchd,3,936.0,0,224355
688,80,RL,6718,Reg,Somerst,1Fam,2.5Unf,5,7,1956,1983,Gable,BrkFace,0.0,0.0,Ex,1,0,3,1298,1,Attchd,2,358.0,0,200612
689,160,RL,11562,Reg,CollgCr,1Fam,2Story,10,4,1992,1992,Gable,BrkFace,0.0,1213.0,Ex,1,0,2,1159,0,Attchd,3,758.0,0,286591
690,30,RL,10118,IR1,Edwards,1Fam,2Story,9,4,2008,2010,Hip,BrkFace,500.0,673.0,Gd,1,0,3,1760,0,Attchd,2,335.0,0,276638
691,45,RL,6764,Reg,Somerst,1Fam,1Story,6,7,1998,2010,Gable,MetalSd,0.0,885.0,Gd,0,1,2,1631,0,Attchd,1,226.0,0,232720
692,30,RL,14467,IR1,Gilbert,1Fam,2Story,9,5,1939,1964,Gable,BrkFace,0.0,1084.0,Ex,1,0,2,1808,1,Attchd,2,518.0,0,286406
693,45,RL,4719,Reg,Somerst,1Fam,1Story,8,1,1913,1919,Gable,BrkFace,0.0,694.0,Ex,0,1,3,1855,0,Attchd,3,411.0,0,232506
694,30,FV,11025,Reg,SawyerW,1Fam,1Story,8,2,1934,1948,Gable,VinylSd,0.0,443.0,Ex,3,1,1,3815,0,Detchd,3,635.0,0,351259
695,120,RL,10900,IR1,NAmes,1Fam,1Story,1,6,1947,1975,Gable,MetalSd,0.0,584.0,TA,2,1,3,1633,0,Attchd,2,394.0,0,158242
696,20,RL,6941,IR1,NAmes,1Fam,SFoyer,9,9,2008,2008,Gable,HdBoard,400.0,636.0,TA,3,1,3,2904,1,None,0,0.0,0,364347
697,90,RL,9538,IR1,OldTown,1Fam,2Story,6,7,1983,2005,Gable,VinylSd,0.0,819.0,TA,3,0,2,2959,0,Attchd,2,470.0,0,326636
698,40,RL,4334,IR1,NWAmes,Duplex,1Story,9,4,1955,1975,Gable,HdBoard,0.0,913.0,Ex,3,0,0,2266,0,Detchd,2,529.0,0,322175
699,75,RL,12861,Reg,CollgCr,2fmCon,2Story,3,2,1948,1956,Hip,VinylSd,400.0,1248.0,Ex,1,0,2,1684,0,Detchd,0,0.0,0,209178
700,50,RL,7387,Reg,SawyerW,1Fam,1Story,3,4,1912,1913,Gable,Wd Sdng,0.0,549.0,Ex,1,0,4,1201,1,Attchd,1,228.0,0,157716
701,190,RM,6239,Reg,Somerst,TwnhsE,1Story,6,5,1960,1976,Gable,VinylSd,0.0,1177.0,Ex,1,1,3,2086,1,Attchd,0,0.0,0,252304
702,45,RL,13691,IR2,NWAmes,1Fam,1Story,9,2,2001,2010,Gable,VinylSd,0.0,774.0,Gd,2,1,5,2454,0,Attchd,3,660.0,0,329855
703,50,RL,5697,Reg,NridgHt,1Fam,2Story,7,1,1948,1971,Gable,VinylSd,0.0,439.0,Ex,1,1,3,3054,1,Attchd,0,0.0,0,289958
704,60,RL,4006,Reg,Sawyer,1Fam,1Story,3,4,1945,1954,Gable,BrkFace,0.0,902.0,Ex,0,0,1,1359,0,Attchd,3,793.0,0,207680
705,60,RL,3720,Reg,CollgCr,1Fam,1Story,3,6,1961,1966,Gable,VinylSd,200.0,1520.0,Ex,3,1,5,1680,0,Attchd,3,695.0,0,215456
706,50,RL,10970,IR1,Somerst,1Fam,2Story,2,1,1907,1911,Gable,BrkFace,200.0,1278.0,Ex,2,0,2,1362,0,Attchd,2,471.0,0,200155
707,120,RL,4271,IR1,NWAmes,TwnhsE,1Story,9,1,1942,1949,Gable,HdBoard,100.0,870.0,Ex,2,0,1,1495,1,Attchd,2,375.0,0,251031
708,90,FV,19484,IR1,NAmes,1Fam,1Story,3,9,1919,1926,Gable,MetalSd,0.0,1408.0,Ex,2,0,3,2206,1,Attchd,1,201.0,0,249613
709,120,RM,2861,Reg,NAmes,1Fam,SFoyer,5,5,1996,2010,Flat,VinylSd,200.0,969.0,Ex,2,1,2,1474,0,Attchd,3,638.0,0,255039
710,60,RL,18924,IR1,SawyerW,1Fam,1.5Fin,9,2,1989,1993,Hip,VinylSd,0.0,1329.0,Ex,2,0,2,1411,1,Attchd,2,317.0,0,292575
711,80,RL,9004,Reg,Sawyer,2fmCon,1Story,8,2,1938,1949,Hip,MetalSd,0.0,461.0,Ex,0,1,4,2296,1,Detchd,3,457.0,0,312793
712,50,RM,7720,Reg,CollgCr,TwnhsE,1.5Fin,2,4,1984,1990,Gable,VinylSd,0.0,544.0,Gd,3,1,4,2069,2,Detchd,1,195.0,0,214451
713,150,RL,6170,Reg,NWAmes,1Fam,1Story,3,2,1948,1960,Gable,Wd Sdng,0.0,1201.0,Po,2,1,0,2008,1,None,3,722.0,0,246669
714,60,RM,9892,Reg,SawyerW,Duplex,2.5Unf,2,4,1963,1975,Hip,BrkFace,400.0,1661.0,Gd,3,0,4,1486,1,Attchd,1,193.0,0,202241
715,45,RL,7952,Reg,NWAmes,1Fam,2Story,8,6,1961,1977,Gable,VinylSd,100.0,1060.0,Gd,1,1,5,2664,1,Attchd,1,179.0,0,328331
716,150,RH,14067,IR1,Edwards,Twnhs,1Story,6,7,2005,2008,Gable,Wd Sdng,100.0,735.0,TA,2,1,2,1815,3,Attchd,1,187.0,0,242895
717,40,RM,8579,Reg,CollgCr,1Fam,1Story,6,6,2006,2010,Gable,BrkFace,100.0,638.0,Ex,2,0,4,3692,2,Attchd,2,,0,370337
718,150,RL,8735,IR1,OldTown,1Fam,1Story,9,4,1953,1962,Gable,BrkFace,100.0,791.0,Ex,3,0,0,1897,1,Detchd,0,0.0,0,285883
719,120,RL,6756,Reg,SawyerW,1Fam,2Story,8,3,2004,2006,Hip,BrkFace,0.0,1458.0,Ex,2,0,3,897,0,Attchd,0,0.0,0,224406
720,60,RL,7875,Reg,NAmes,1Fam,1Story,4,4,1908,1919,Gable,BrkFace,0.0,782.0,Ex,2,0,5,885,0,Detchd,2,524.0,0,185978
721,90,RL,9451,Reg,OldTown,1Fam,1Story,4,5,1987,1987,Gable,VinylSd,200.0,1365.0,Gd,2,0,4,2180,0,Detchd,3,782.0,0,278325
722,90,RL,3445,Reg,Somerst,1Fam,2Story,9,4,1936,1962,Hip,BrkFace,0.0,1165.0,Ex,0,2,2,2670,1,None,2,,0,348812
723,50,RL,4129,Reg,OldTown,1Fam,1Story,1,3,1948,1958,Gable,BrkFace,400.0,1782.0,TA,0,0,3,1429,0,Attchd,3,540.0,0,211409
724,45,RL,11750,IR1,OldTown,Twnhs,1Story,2,1,1940,1957,Gable,MetalSd,0.0,972.0,Ex,2,0,2,3395,2,Attchd,1,171.0,0,288806
725,50,RL,8825,IR1,SawyerW,1Fam,1.5Fin,2,3,1916,1928,Gable,MetalSd,0.0,880.0,TA,0,2,3,2977,1,Attchd,2,351.0,0,276594
726,70,RL,7390,IR1,Gilbert,1Fam,1Story,6,5,1987,2003,Gable,MetalSd,0.0,1392.0,Fa,1,0,5,1925,1,Attchd,0,0.0,0,272522
727,20,RL,8178,Reg,OldTown,1Fam,1.5Fin,4,6,1920,1927,Gable,VinylSd,200.0,617.0,Po,2,1,2,2125,1,CarPort,3,594.0,0,243836
728,190,RM,9641,IR1,OldTown,Duplex,1.5Fin,10,4,1950,1969,Gable,VinylSd,0.0,751.0,TA,1,0,4,2364,1,Attchd,2,339.0,0,309017
729,160,RL,6186,IR1,NWAmes,1Fam,1Story,3,1,1958,1976,Gambrel,Wd Sdng,100.0,458.0,Ex,3,0,4,3187,0,Attchd,2,405.0,0,289931
730,180,RL,5490,IR2,CollgCr,Duplex,1Story,3,7,1938,1954,Gable,Wd Sdng,0.0,543.0,Gd,1,0,0,2218,1,Attchd,3,631.0,0,224109
731,190,RL,8936,Reg,NAmes,TwnhsE,2Story,3,9,1954,1955,Gable,MetalSd,100.0,1937.0,Ex,3,0,3,1912,1,Attchd,1,230.0,0,237189
732,20,RL,4968,IR3,SawyerW,1Fam,2.5Unf,6,6,1940,1942,Gable,VinylSd,0.0,1184.0,TA,2,0,0,2212,0,Attchd,1,230.0,0,280347
733,90,RL,9938,IR1,Sawyer,1Fam,2Story,8,6,1938,1940,Gable,HdBoard,0.0,518.0,Ex,3,1,1,2124,1,Attchd,1,186.0,0,264108
734,150,RL,3458,IR1,OldTown,1Fam,1Story,7,9,1912,1917,Gable,VinylSd,0.0,1447.0,Ex,3,0,4,2385,0,Detchd,1,247.0,0,287046
735,20,RH,13555,Reg,NridgHt,Duplex,1Story,4,4,1963,1972,Hip,VinylSd,0.0,677.0,TA,1,1,3,1128,1,None,3,583.0,0,193376
736,30,RL,10262,Reg,CollgCr,1Fam,2.5Unf,4,5,1910,1933,Gable,Wd Sdng,0.0,1160.0,Ex,1,0,5,1987,0,Attchd,0,0.0,0,206000
737,80,RM,9209,Reg,Sawyer,1Fam,1Story,10,5,2009,2010,Gable,MetalSd,100.0,1153.0,Ex,1,0,0,2075,1,Attchd,2,494.0,0,338168
738,150,RL,13244,Reg,NWAmes,1Fam,1.5Fin,2,5,1918,1935,Gable,VinylSd,0.0,1747.0,Ex,2,1,5,1768,0,Attchd,2,388.0,0,187292
739,190,RL,18633,Reg,Sawyer,1Fam,2Story,1,8,1910,1927,Gable,MetalSd,0.0,724.0,Gd,2,0,5,2287,1,Detchd,1,197.0,0,199942
740,50,RL,13456,IR2,Sawyer,1Fam,2Story,9,1,1976,1989,Gable,HdBoard,0.0,667.0,Gd,1,1,5,3217,0,Attchd,3,731.0,0,380161
741,160,C (all),3227,Reg,Sawyer,1Fam,1Story,2,3,1945,1960,Gable,Wd Sdng,0.0,306.0,Gd,2,2,0,1884,0,BuiltIn,0,0.0,0,157040
742,80,RL,4273,Reg,NridgHt,1Fam,SFoyer,8,8,1944,1950,Hip,MetalSd,0.0,855.0,TA,2,1,1,2225,1,Attchd,0,0.0,0,271315
743,150,C (all),5928,Reg,CollgCr,1Fam,1Story,9,9,1900,1900,Gable,VinylSd,0.0,1200.0,Ex,3,0,0,2927,0,Attchd,2,484.0,0,349039
744,50,RL,8209,Reg,Sawyer,TwnhsE,2.5Unf,4,2,1939,1955,Gable,Wd Sdng,0.0,1267.0,Gd,3,0,2,1897,1,Attchd,1,302.0,0,228833
745,180,RL,10496,Reg,Somerst,1Fam,1Story,8,4,2007,2010,Gable,BrkFace,0.0,1481.0,Gd,1,1,4,1385,0,None,2,488.0,0,279208
746,160,RL,5637,Reg,Gilbert,TwnhsE,1Story,9,8,1918,1942,Gable,Wd Sdng,0.0,1008.0,Gd,2,1,0,2174,0,Attchd,2,477.0,0,281026
747,70,RL,8896,Reg,Edwards,1Fam,1Story,10,5,1975,1979,Gable,BrkFace,100.0,1098.0,Ex,3,0,0,934,1,Attchd,0,0.0,0,245367
748,160,RL,5554,IR1,NAmes,1Fam,1Story,10,1,1971,1997,Gable,Wd Sdng,0.0,922.0,Ex,0,0,1,907,1,Attchd,3,531.0,0,247332
749,160,RL,5968,Reg,Somerst,1Fam,2Story,5,6,1971,1971,Hip,HdBoard,0.0,1191.0,Ex,2,0,2,1998,1,Attchd,0,0.0,0,236890
750,190,RL,4010,IR1,OldTown,TwnhsE,SFoyer,7,9,1960,1980,Gable,BrkFace,0.0,617.0,Ex,0,0,0,894,1,Attchd,2,437.0,0,197612
751,180,RL,5107,IR2,NWAmes,TwnhsE,SFoyer,10,9,2008,2010,Gable,HdBoard,0.0,511.0,Ex,1,0,4,1218,0,Detchd,1,232.0,0,271394
752,60,RL,4122,Reg,Edwards,1Fam,1Story,4,1,1911,1927,Gable,BrkFace,0.0,644.0,Ex,2,0,4,1613,0,BuiltIn,1,224.0,0,162131
753,30,RL,4974,IR1,SawyerW,1Fam,2Story,1,4,1960,1969,Gable,MetalSd,200.0,977.0,Ex,1,1,0,1456,0,CarPort,3,705.0,0,183705
754,190,RL,13722,Reg,CollgCr,1Fam,2Story,3,1,1932,1943,Gable,BrkFace,0.0,533.0,Ex,1,1,5,1729,1,Attchd,3,622.0,0,200553
755,40,RL,5040,Reg,Edwards,1Fam,SFoyer,5,7,1944,1968,Hip,Wd Sdng,500.0,696.0,TA,1,1,5,2524,1,Attchd,3,667.0,0,302043
756,50,RM,30217,Reg,OldTown,Twnhs,2Story,3,3,1989,2008,Gable,BrkFace,0.0,705.0,TA,1,0,2,1942,0,Attchd,2,341.0,0,229467
757,45,RM,10369,Reg,OldTown,1Fam,1.5Fin,7,2,2002,2010,Gable,VinylSd,200.0,1227.0,Ex,1,0,4,1405,0,Attchd,2,414.0,543,270090
758,160,RL,8887,IR2,Somerst,2fmCon,1Story,9,8,1991,1992,Gable,HdBoard,100.0,1169.0,Gd,2,2,5,2714,0,Detchd,3,826.0,0,355427
759,90,RL,5275,Reg,NAmes,1Fam,1Story,6,9,1968,1990,Gable,BrkFace,0.0,923.0,Fa,0,2,4,1177,2,Attchd,1,232.0,0,222281
760,60,RL,11500,Reg,Somerst,1Fam,1.5Fin,10,7,1907,1922,Gable,VinylSd,0.0,1075.0,Gd,2,1,2,1932,1,BuiltIn,1,219.0,0,280584
761,75,FV,6076,Reg,Sawyer,1Fam,2Story,1,6,1924,1938,Gable,HdBoard,0.0,1083.0,Po,2,1,2,1139,0,Detchd,1,295.0,0,151344
762,75,RM,8612,Reg,SawyerW,1Fam,1Story,7,6,1990,2010,Gable,BrkFace,300.0,776.0,Ex,2,0,5,1950,1,Attchd,2,331.0,0,278439
763,40,RL,29145,IR2,NWAmes,1Fam,SFoyer,3,9,1945,1957,Gable,VinylSd,0.0,722.0,TA,3,1,0,1643,0,Detchd,0,0.0,0,172014
764,45,RM,7723,Reg,NAmes,1Fam,1Story,5,5,1986,2003,Flat,MetalSd,0.0,1660.0,Ex,3,0,3,2501,1,Attchd,1,288.0,0,316088
765,190,RL,14395,Reg,CollgCr,1Fam,1Story,10,5,1929,1956,Gable,Wd Sdng,0.0,331.0,Ex,2,0,1,2244,1,Attchd,1,221.0,0,276574
766,20,RL,5701,Reg,CollgCr,1Fam,1Story,4,2,2008,2010,Gable,Wd Sdng,0.0,667.0,Fa,0,1,3,1516,0,Attchd,1,210.0,0,201872
767,30,FV,7962,Reg,Gilbert,1Fam,2Story,10,6,1946,1967,Gable,VinylSd,400.0,827.0,Fa,2,0,3,1431,1,CarPort,3,516.0,0,282539
768,150,C (all),19641,Reg,NAmes,1Fam,2Story,5,6,1986,1999,Gable,VinylSd,100.0,1123.0,Ex,1,0,4,1644,1,Attchd,2,475.0,0,246175
769,80,RM,5922,Reg,NAmes,1Fam,1Story,5,6,1948,1965,Gable,VinylSd,0.0,1414.0,Fa,3,0,2,3173,0,Detchd,3,725.0,0,283695
770,180,RL,20054,Reg,CollgCr,1Fam,1Story,6,4,1946,1947,Gable,VinylSd,0.0,1886.0,Ex,3,0,4,2938,1,Detchd,3,528.0,0,345745
771,120,RL,11543,IR1,Edwards,1Fam,1Story,10,7,1983,1984,Gable,VinylSd,0.0,865.0,Gd,2,1,5,1352,0,Detchd,0,0.0,0,265425
772,85,FV,6116,Reg,CollgCr,1Fam,1Story,10,9,1981,1983,Hip,HdBoard,200.0,889.0,Ex,2,0,1,2298,2,Detchd,3,619.0,0,335486
773,85,RL,11116,IR1,Edwards,1Fam,2Story,6,1,1917,1921,Gable,Wd Sdng,300.0,1037.0,Ex,0,0,5,1075,0,Attchd,0,0.0,0,146405
774,30,RL,13177,IR2,OldTown,1Fam,1Story,8,3,1965,1989,Hip,HdBoard,0.0,0.0,TA,0,0,0,1580,0,Detchd,3,525.0,0,230233
